,index,name,metal_complex,SMILES,max_absorption_peak,max_emission_peak,solvant_spectrum,molar_extinction_coefficient,quantum_yield_fluorescence,max_phosphorescence_peak,quantum_yield_singlet_oxygen,solvant_quantum_yield,energy_level_exited_triplet_state,energy_level_HUMO,energy_level_LUMO,difference_HOMO_and_LUMO,method_for_HOMO/LUMO,all_absoption_peaks,reference_DOI
71,1_70,PMI-C-PTZ,FALSE,CC(C)C(C=CC=C1C(C)C)=C1N(C2=O)C(C3=CC=C4C(C5=C6C=CC=C5C7=C4C3=C2C=C7)=CC=C6C8=CC9=C(N(CCCC)C%10=CC=CC=C%10S9)C=C8)=O,510,589, n-hexane,40300,0.44,,0.07, toluene,,,,,,,10.1039/c8cc07012a
72,1_71, PMI-DPA,FALSE,CC(C)C(C=CC=C1C(C)C)=C1N(C2=O)C(C3=CC=C4C(C5=C6C=CC=C5C7=C4C3=C2C=C7)=CC=C6N(C8=CC=CC=C8)C9=CC=CC=C9)=O,545,597, n-hexane,34100,0.426,,0, toluene,,,,,,,10.1039/c8cc07012a
73,1_72,PMI-Br,FALSE,BrC1=CC=C(C2=CC=C3C(N(C4=C(C(C)C)C=CC=C4C(C)C)C5=O)=O)C6=C1C=CC=C6C7=C2C3=C5C=C7,499,509, n-hexane,44300,0.845,,0.15, toluene,,,,,,,10.1039/c8cc07012a
74,1_73,1a,FALSE,[R]N(C1=CC=CC=C1S2)C3=C2C=C(C=C3)/C(C4=CC=C(/C(C5=CC=C6C(SC(C=CC=C7)=C7N6[R])=C5)=C8N=C(/C(C9=CC%10=C(N([R])C%11=CC=CC=C%11S%10)C=C9)=C%12N/C(C=C\%12)=C%13/C%14=CC%15=C(N([R])C%16=CC=CC=C%16S%15)C=C%14)C=C\8)N4)=C%17N=C%13C=C/%17,429,669,CH2Cl2 ,87923,0.05,,,,,-4.71,-2.16,2.55,theoretical,,10.1016/j.dyepig.2013.04.034
75,1_74,2a,FALSE,CN(C(C=CC=C1)=C1S2)C3=C2C=C(C=C3)/C(C4=CC=C(N4)/C(C5=CC=C([H])C=C5)=C6N=C7C=C\6)=C8N=C(/C(C9=CC=C([H])C=C9)=C%10N/C(C=C\%10)=C7/C%11=CC=C([H])C=C%11)C=C/8,420,660,CH2Cl2 ,170931,0.05,,,,,-4.89,-2.24,2.74,theoretical,,10.1016/j.dyepig.2013.04.034
76,1_75,2c,FALSE,CN(C(C=CC=C1)=C1S2)C3=C2C=C(C=C3)/C(C4=CC=C(N4)/C(C5=CC=C(F)C=C5)=C6N=C7C=C\6)=C8N=C(/C(C9=CC=C(F)C=C9)=C%10N/C(C=C\%10)=C7/C%11=CC=C(F)C=C%11)C=C/8,417,660,CH2Cl2 ,168627,0.02,,,,,-5.12,-2.54,2.58,theoretical,,10.1016/j.dyepig.2013.04.034
77,1_76,2e,FALSE,CN(C(C=CC=C1)=C1S2)C3=C2C=C(C=C3)/C(C4=CC=C(N4)/C(C5=CC=C(Br)C=C5)=C6N=C7C=C\6)=C8N=C(/C(C9=CC=C(Br)C=C9)=C%10N/C(C=C\%10)=C7/C%11=CC=C(Br)C=C%11)C=C/8,420,675,CH2Cl2 ,328529,0.03,,,,,-5.12,-2.54,2.58,theoretical,,10.1016/j.dyepig.2013.04.034
78,1_77,4a,FALSE,CN(C(C=CC=C1)=C1S2)C3=C2C=C(C=C3)/C(C4=CC=C(N4)/C(C5=CN=CC=C5)=C6N=C7C=C\6)=C8N=C(/C(C9=CC=CN=C9)=C%10N/C(C=C\%10)=C7/C%11=CC=CN=C%11)C=C/8,417,657,CH2Cl2 ,168843,0.02,,,,,-5.1,-2.49,2.61,theoretical,,10.1016/j.dyepig.2013.04.034
79,1_78,4b,FALSE,CN(C(C=CC=C1)=C1S2)C3=C2C=C(C=C3)/C(C4=CC=C(N4)/C(C5=CC=NC=C5)=C6N=C7C=C\6)=C8N=C(/C(C9=CC=NC=C9)=C%10N/C(C=C\%10)=C7/C%11=CC=NC=C%11)C=C/8,417,650,CH2Cl2 ,156925,0.04,,,,,-5.26,-2.64,2.62,theoretical,,10.1016/j.dyepig.2013.04.034
80,1_79,4(pyridophenothiaziniums),FALSE,CC(C=C1)=NC2=C1C3=NC4=CC=C(N(CC)CC)C=C4[S+]=C3C=C2N.[Cl-],658,680,EtOH,85100,0.04,,0.08,EtOH,,,,,,,10.1021/acs.jmedchem.0c00280
81,1_80,5(pyridophenothiaziniums),FALSE,CC(C=C1)=NC2=C1C3=NC4=CC=C(N(CC)CC)C=C4[S+]=C3C=C2NCCC.[Cl-],667,684,EtOH,10200,0.06,,0.12,EtOH,,,,,,,10.1021/acs.jmedchem.0c00280
82,1_81,6(pyridophenothiaziniums),FALSE,CC(C=C1)=NC2=C1C3=NC4=CC=C(N(CC)CC)C=C4[S+]=C3C=C2NCCCCCCC.[Cl-],651,684,EtOH,77600,0.05,,0.14,EtOH,,,,,,,10.1021/acs.jmedchem.0c00280
83,1_82,RB,TRUE,O=C1C(I)=CC2=C(C3=C(C(O[Na])=O)C(Cl)=C(Cl)C(Cl)=C3Cl)C4=CC(I)=C(O[Na])C(C)=C4OC2=C1C,555,571,MeOH,85250,0.04,,0.76,CD3OD ,,,,,,,10.1039/c3pp50246e
84,1_82,RB,TRUE,O=C1C(I)=CC2=C(C3=C(C(O[Na])=O)C(Cl)=C(Cl)C(Cl)=C3Cl)C4=CC(I)=C(O[Na])C(C)=C4OC2=C1C,557,571,ACN ,85000,0.2,,0.42,ACN ,,,,,,,10.1039/c3pp50246e
85,1_83,MB+,FALSE,CN(C)C1=CC=C2C(SC(C3=N2)=C/C(C=C3)=[N+](C)\C)=C1.[Cl-],654,670,MeOH,72100,0.03,,0.52,CD3OD ,,,,,,,10.1039/c3pp50246e
86,1_83,MB+,FALSE,CN(C)C1=CC=C2C(SC(C3=N2)=C/C(C=C3)=[N+](C)\C)=C1.[Cl-],655,670,ACN ,,0.05,,0.58,ACN ,,,,,,,10.1039/c3pp50246e
87,1_84,NMB+,FALSE,CCNC1=CC2=[S+]C3=CC(NCC)=C(C)C=C3N=C2C=C1C.[Cl-],625,642,MeOH,72000,0.04,,0.82,CD3OD ,,,,,,,10.1039/c3pp50246e
88,1_84,NMB+,FALSE,CCNC1=CC2=[S+]C3=CC(NCC)=C(C)C=C3N=C2C=C1C.[Cl-],622,653,ACN ,40600,0.04,,0.66,ACN ,,,,,,,10.1039/c3pp50246e
89,1_85,MV,FALSE,O=C1C=C2SC3=CC(N(C)C)=CC=C3N=C2C=C1,600,642,MeOH,21600,0.03,,0.73,CD3OD ,,,,,,,10.1039/c3pp50246e
90,1_85,MV,FALSE,O=C1C=C2SC3=CC(N(C)C)=CC=C3N=C2C=C1,549,628,ACN ,60100,0.09,,0.6,ACN ,,,,,,,10.1039/c3pp50246e
91,1_86,EtNBS,FALSE,CC/[NH+]=C1C2=C(C=CC=C2)C3=NC4=CC=C(C(CC)CC)C=C4SC3=C/1.[Cl-],654,693,"ethanol(containing 0.1% acetic
acid)",,0.21,,0.03,ethanol with 1% acetic acid,,,,,,,10.1111/j.1751-1097.2008.00403.x
92,1_87,EtNBS-OH,FALSE,CCC(CC)C1=CC=C(N=C(C2=C/3C=CC=C2)C(S4)=CC3=[NH+]/CCCO)C4=C1.[Cl-],655,685,"ethanol(containing 0.1% acetic
acid)",,0.12,,0.026,ethanol with 1% acetic acid,,,,,,,10.1111/j.1751-1097.2008.00403.x
93,1_88,EtNBS-COOH ,FALSE,CCC(CC)C1=CC=C(N=C(C2=C/3C=CC=C2)C(S4)=CC3=[NH+]/CCCCC(O)=O)C4=C1.[Cl-],655,685,"ethanol(containing 0.1% acetic
acid)",,0.12,,0.032,ethanol with 1% acetic acid,,,,,,,10.1111/j.1751-1097.2008.00403.x
94,1_89,TBO,FALSE,C/[N+](C)=C(C=C1)/C=C(C1=N2)SC3=C2C=C(C)C(N)=C3,626,658,CH3CN,,,,1,CH3CN,,,,,,,10.1111/php.13304
95,1_90,TBOC6 ,FALSE,C/[N+](C)=C(C=C1)/C=C(C1=N2)SC3=C2C=C(C)C(NC(CCCCC)=O)=C3,547,622,CH3CN,,,,0.03,CH3CN,,,,,,,10.1111/php.13304
96,1_91,TBOC14 ,FALSE,C/[N+](C)=C(C=C1)/C=C(C1=N2)SC3=C2C=C(C)C(NC(CCCCCCCCCCCCC)=O)=C3,548,627,CH3CN,,,,0.3,CH3CN,,,,,,,10.1111/php.13304
97,1_92,TBO,FALSE,CC1=CC2=C(C=C1N)SC3=C/C(C=CC3=N2)=[N+](C)/C,636,664,phosphate buffer pH 7.0,,,,0.14,phosphate buffer,,,,,,,10.1016/j.dyepig.2022.110225
98,1_93,TBOPDP,FALSE,C/[N+](C)=C1C=CC2=NC3=C(C=C(NC(CCSSC4=CC=CC=N4)=O)C(C)=C3)SC2=C\1,609,651,phosphate buffer pH 7.0,,,,0.12,phosphate buffer,,,,,,,10.1016/j.dyepig.2022.110225
99,1_94,TBOEMC,FALSE,C/[N+](C)=C1C=CC2=NC3=C(C=C(NC(CCCCCN4C(C=CC4=O)=O)=O)C(C)=C3)SC2=C\1,610,656,phosphate buffer pH 7.0,,,,0.17,phosphate buffer,,,,,,,10.1016/j.dyepig.2022.110225
100,2_0,PS-1,FALSE,[H]C4=C2N(C(/C=C/C8=CC=C(N(C%10=CC=CC=C%10)C9=CC=CC=C9)C=C8)=C4[H])[B-][N+]1=C(/C=C/C5=CC=C(N(C7=CC=CC=C7)C6=CC=CC=C6)C=C5)C([H])=C([H])C1=C2C3=CC=C(C(O)=O)C=C3.[F].[F],724,799,CHCl3,60000,0.045,,,,,5.08,3.56,1.52,electrochemistry,,10.1039/C0SC00649A
101,2_1,PS-2,FALSE,[H]C4=C2N(C(/C=C/C8=CC=C(N(C%10=CC=C(OC)C=C%10)C9=CC(OC)=CC=C9)C=C8)=C4)[B-][N+]1=C(/C=C/C5=CC=C(N(C7=CC=C(OC)C=C7)C6=CC=C(OC)C=C6)C=C5)C=C([H])C1=C2C3=CC=C(C(O)=O)C=C3.[F].[F],746,835,CHCl3,66000,0.007,,,,,5.05,3.62,1.43,electrochemistry,,10.1039/C0SC00649A
102,2_2,PS-3,FALSE,[H]C4=C2N(C(/C=C/C8=CC=C(N(C%10=CC=CC=C%10)C9=CC=CC=C9)C=C8)=C4I)[B-][N+]1=C(/C=C/C5=CC=C(N(C7=CC=CC=C7)C6=CC=CC=C6)C=C5)C(I)=C([H])C1=C2C3=CC=C(C(O)=O)C=C3.[F].[F],761,824,CHCl3,68000,0,,,,,5.17,3.79,1.38,electrochemistry,,10.1039/C0SC00649A
103,2_3,PS-4,FALSE,[H]C4=C2N(C(/C=C/C6=CC(OCCCCCCCCCCCCCCCCCC)=C(OCCCCCCCCCCCCCCCCCC)C(OCCCCCCCCCCCCCCCCCC)=C6)=C4)[B-][N+]1=C(/C=C/C5=CC(OCCCCCCCCCCCCCCCCCC)=C(OCCCCCCCCCCCCCCCCCC)C(OCCCCCCCCCCCCCCCCCC)=C5)C=C([H])C1=C2C3=CC=C(C(O)=O)C=C3.[F].[F],668,699,CHCl3,74000,0.32,,,,,5.25,3.6,1.65,electrochemistry,,10.1039/C0SC00649A
104,2_4,PS-5,FALSE,CC4=C2N(C(/C=C/C9=CC=C(N(C%11=CC=CC=C%11)C%10=CC=CC=C%10)C=C9)=C4C#CC5=CC=C(C(O)=O)C=C5)[B-][N+]1=C(/C=C/C6=CC=C(N(C8=CC=CC=C8)C7=CC=CC=C7)C=C6)C=C(C)C1=C2C3=CC(O[R])=CC(O[R])=C3.[F].[F],707,758,CHCl3,71000,0.12,,,,,5.03,3.48,1.55,electrochemistry,,10.1039/C0SC00649A
105,2_5,PS-6,FALSE,CC4=C2N(C(/C=C/C8=CC=C(N(C%10=CC=CC=C%10)C9=CC=CC=C9)C=C8)=C4/C=C(C(O)=O)\C#N)[B-][N+]1=C(/C=C/C5=CC=C(N(C7=CC=CC=C7)C6=CC=CC=C6)C=C5)C=C(C)C1=C2C3=CC(OCCCCCCCCCC)=CC(OCCCCCCCCCC)=C3.[F].[F],695,742,CHCl3,79000,0.11,,,,,5.21,3.55,1.66,electrochemistry,,10.1039/C0SC00649A
106,2_6,Dyes 1,FALSE,F[B]3(F)[N]1=C(C)C(CC)=C(C)C1=C(C4=CC=C(N(C6=CC=CC=C6)C5=CC=CC=C5)C=C4)C2=C(C)C(CC)=C(C)N23,525,542,dichloromethane ,53800,,,,,,-5.089,-2.419,-2.67,theoretical,"495, 525 ",10.1039/C5CP05177K
107,2_7,Dyes 2,FALSE,F[B]3(F)[N]1=C(C)C(CC)=C(C)C1=C(C4=CC=C(N(C6=CC=C(C(OCC)=O)C=C6)C5=CC=C(C(OCC)=O)C=C5)C=C4)C2=C(C)C(CC)=C(C)N23,526,542,dichloromethane ,53200,,,,,,-5.405,-2.474,-2.931,theoretical,"497, 526",10.1039/C5CP05177K
108,2_8,Dyes 3,FALSE,F[B]3(F)[N]1=C(C)C(CC)=C(C)C1=C(C4=CC=C(N(C6=CC=CC=C6)C5=CC=C(C(C8=C(C)C(CC)=C(C)N8[B](F)9F)=C7[N]9=C(C)C(CC)=C7C)C=C5)C=C4)C2=C(C)C(CC)=C(C)N23,525,542,dichloromethane ,78800,,,,,,-5.208,-2.42,-2.788,theoretical,"494, 525",10.1039/C5CP05177K
109,2_9,Dyes 4,FALSE,F[B]3(F)[N]1=C(C)C(CC)=C(C)C1=C(C4=CC=C(N(C6=CC=C(C%10=CC=C(C(O)=O)C=C%10)C=C6)C5=CC=C(C(C8=C(C)C(CC)=C(C)N8[B](F)9F)=C7[N]9=C(C)C(CC)=C7C)C=C5)C=C4)C2=C(C)C(CC)=C(C)N23,526,539,dichloromethane ,817000,,,,,,-6.539,-1.468,-5.071,theoretical,"330, 360, 526",10.1039/C5CP05177K
110,2_10,Dyes 5,FALSE,F[B]3(F)[N]1=C(C4=CC=C(C(C)(C)C)C=C4)C=CC1=C(C5=CC=C(N(C8=CC=C(C%14=CC=C(C([H])=O)C=C%14)C=C8)C7=CC=C(C%10=C9=CCC(C%13=CC=C(C(C)(C)C)C=C%13)=[N]9[B](F)(F)N%11C%10=CC=C%11C%12=CC=C(C(C)(C)C)C=C%12)C=C7)C=C5)C2=CC=C(C6=CC=C(C(C)(C)C)C=C6)N23,561,600,dichloromethane ,65824,,,,,,-5.391,-2.87,-2.521,theoretical,"308, 351, 561 ",10.1039/C5CP05177K
111,2_11,Dyes 6,FALSE,F[B]3(F)[N]1=C(C)C(CC)=C(C)C1=C(C%12=CC=C(S%12)C4=CC=C(N(C6=CC=C(C7=CC=C(C(O)=O)C=C7)C=C6)C5=CC=C(C8=CC=C(C%10=C9=C(C)C(CC)C(C)=[N]9[B](F)(F)N%11C%10=C(C)C(CC)=C%11C)S8)C=C5)C=C4)C2=C(C)C(CC)=C(C)N23,540,560,dichloromethane ,112000,,,,,,-5.131,-2.594,-2.537,theoretical,"365, 412, 597, 540",10.1039/C5CP05177K
112,2_12,Dyes 7,FALSE,F[B]3(F)[N]1=C(C4=CC=CC=C4)C=CC1=C(C%14=CC=C(S%14)C6=CC=C(N(C8=CC=C(C(O)=O)C=C8)C7=CC=C(C9=CC=C(C%11=C%10=CCC(C%15=CC=CC=C%15)=[N]%10[B](F)(F)N%12C%11=CC=C%12C%13=CC=CC=C%13)S9)C=C7)C=C6)C2=CC=C(C5=CC=CC=C5)N23,565,608,dichloromethane ,65700,,,,,,-5.192,-2.928,-2.264,theoretical,"358, 565",10.1039/C5CP05177K
113,2_13, Bodipy-CO2H),FALSE,F[B]3(F)[N]1=C(C)C(CC)=C(C)C1=C(C4=CC=C(C(O)=O)C=C4)C2=C(C)C(CC)=C(C)N23,528,547,dichloromethane ,52000,,,,,,-5.208,-2.478,-2.73,theoretical,528,10.1039/C5CP05177K
114,2_14,TB-5,FALSE,CC3=[N+]2C(C=C3)=C(C4=CC=C(C(O)=O)S4)C1=CC=C(C)[N+]1[B](F)2F,520,,MeOH,43700,,,,,,4.84,3.52,1.32,electrochemistry,,10.1039/c4nj02393e
115,2_15,TB-6,FALSE,CC1=CC=C3[N+]1[B](F)(F)[N+]2=C(/C=C/C5=CC=C(N(C7=CC=C(C8=C(C(C)%11C)C=CC=C8)C%11=C7)C6=CC%10=C(C9=C(C(C)%10C)C=CC=C9)C=C6)C=C5)C=CC2=C3C4=CC=C(C(O)=O)S4,665,,DCM,38800,,,,,,5.1,3.51,1.59,electrochemistry,,10.1039/c4nj02393e
116,2_16,TB-7,FALSE,F[B]2(F)[N+]1=C(/C=C/C5=CC=C(N(C7=CC=C(C8=C(C(C)%11C)C=CC=C8)C%11=C7)C6=CC%10=C(C9=C(C(C)%10C)C=CC=C9)C=C6)C=C5)C=CC1=C(C4=CC=C(C(O)=O)S4)C3=CC=C(/C=C/C%12=CC=C(N(C%14=CC=C(C%15=C(C(C)%18C)C=CC=C%15)C%18=C%14)C%13=CC%17=C(C%16=C(C(C)%17C)C=CC=C%16)C=C%13)C=C%12)[N+]23,773,,DCM,537000,,,,,,5.02,3.56,1.46,electrochemistry,,10.1039/c4nj02393e
117,2_17,BOD-TTPA-alk,FALSE,CC3=C(/C=C/C6=CC=C(C7=CC=C(N(C%12=CC=C(CCCCCC)C=C%12)C%10=CC=C(CCCCCC)C=C%10)C=C7)S6)N2[B](C#CCOCCOC)(C#CCOCCOC)[N]1=C(/C=C/C5=CC=C(C8=CC=C(N(C%11=CC=C(CCCCCC)C=C%11)C9=CC=C(CCCCCC)C=C9)C=C8)S5)C(C)=CC1=C(C4=CC=C(/C=C(C(O)=O)/C#N)C=C4)C2=C3,409,,THF,64900,,,,,,-4.95,-3.6,-1.35,electrochemistry,,10.3762/bjoc.15.169
118,2_18,BOD-TTPA,FALSE,CC3=C(/C=C/C6=CC=C(C7=CC=C(N(C%12=CC=CC=C%12)C%10=CC=CC=C%10)C=C7)S6)N2[B](F)(F)[N]1=C(/C=C/C5=CC=C(C8=CC=C(N(C%11=CC=CC=C%11)C9=CC=CC=C9)C=C8)S5)C(C)=CC1=C(C4=CC=C(/C=C(C(O)=O)/C#N)C=C4)C2=C3,411,,THF,65200,,,,,,-5,-3.8,-1.2,electrochemistry,,10.3762/bjoc.15.169
119,2_19,UY5,FALSE,CC1=C(C5=CC(SC6=CC=CC=C6N7CCC)=C7C=C5)C(C)=[N]3C1=C(CCCCC)C2=C(C)C(C4=CC=C(/C=C(C(O)=O)\C#N)S4)=C(C)N2[B](F)3F,536,,CHCl3,72400,,,,,,-5.34,-3.33,-2.01,electrochemistry,,10.1016/j.orgel.2014.05.024
120,2_20,UY6,FALSE,CC1=C(C5=CC(SC6=CC=CC=C6N7CCC)=C7C=C5)C(C)=[N]3C1=C(CCCCC)C2=C(C)C(C4=CC=C(/C=C(C(N8CC(O)=O)=O)\SC8=S)S4)=C(C)N2[B](F)3F,541,,CHCl3,60200,,,,,,-5.34,-3.39,-1.95,electrochemistry,,10.1016/j.orgel.2014.05.024
121,2_21,UY7,FALSE,CC1=C(C5=CC(SC6=CC=CC=C6N7CCC)=C7C=C5)C(C)=[N]3C1=C(CCCCC)C2=C(C)C(C4=CC=C(/C=C(C(O)=O)\C#N)O4)=C(C)N2[B](F)3F,553,,CHCl3,76000,,,,,,-5.33,-3.42,-1.91,electrochemistry,,10.1016/j.orgel.2014.05.024
122,2_22,UY8,FALSE,CC1=C(C5=CC(SC6=CC=CC=C6N7CCC)=C7C=C5)C(C)=[N]3C1=C(CCCCC)C2=C(C)C(C4=CC=C(/C=C(C(N8CC(O)=O)=O)\SC8=S)O4)=C(C)N2[B](F)3F,556,,CHCl3,56400,,,,,,-5.32,-3.5,-1.82,electrochemistry,,10.1016/j.orgel.2014.05.024
123,2_23,iodinated-BODIPY 1a,FALSE,CC1=C(I)C(C)=[N]3C1=C(C4=CC=C(O)C=C4)C2=C(C)C=C(C)N2[B](F)3F,515,535,dichloromethane,,,,,,,-5.56,-3.28,-2.28,electrochemistry,,10.1016/j.dyepig.2017.01.067
124,2_23,iodinated-BODIPY 1a,FALSE,CC1=C(I)C(C)=[N]3C1=C(C4=CC=C(O)C=C4)C2=C(C)C=C(C)N2[B](F)3F,515,535,dichloromethane,,,,,,,-5.97,-2.99,-2.98,theoretical,,10.1016/j.dyepig.2017.01.067
125,2_24,iodinated-BODIPY 1b,FALSE,CC1=C(I)C(C)=[N]3C1=C(C4=CC=C(O)C=C4)C2=C(C)C(I)=C(C)N2[B](F)3F,540,553,dichloromethane,,,,,,,-5.61,-3.46,-2.15,electrochemistry,,10.1016/j.dyepig.2017.01.067
126,2_24,iodinated-BODIPY 1b,FALSE,CC1=C(I)C(C)=[N]3C1=C(C4=CC=C(O)C=C4)C2=C(C)C(I)=C(C)N2[B](F)3F,540,553,dichloromethane,,,,,,,-6.03,-3.1,-2.93,theoretical,,10.1016/j.dyepig.2017.01.067
127,2_25,iodinated-BODIPY 1c,FALSE,CC1=C(I)C(C)=[N]3C1=C(C4=CC=C(O)C(I)=C4)C2=C(C)C(I)=C(C)N2[B](F)3F,550,562,dichloromethane,,,,,,,-5.65,-3.47,-2.18,electrochemistry,,10.1016/j.dyepig.2017.01.067
128,2_25,iodinated-BODIPY 1c,FALSE,CC1=C(I)C(C)=[N]3C1=C(C4=CC=C(O)C(I)=C4)C2=C(C)C(I)=C(C)N2[B](F)3F,550,562,dichloromethane,,,,,,,-6.06,-3.16,-2.9,theoretical,,10.1016/j.dyepig.2017.01.067
129,2_26,iodinated-BODIPY 1d,FALSE,CC1=C(I)C(C)=[N]3C1=C(C4=CC(I)=C(O)C(I)=C4)C2=C(C)C(I)=C(C)N2[B](F)3F,555,565,dichloromethane,,,,,,,-5.68,-3.5,-2.18,electrochemistry,,10.1016/j.dyepig.2017.01.067
130,2_26,iodinated-BODIPY 1d,FALSE,CC1=C(I)C(C)=[N]3C1=C(C4=CC(I)=C(O)C(I)=C4)C2=C(C)C(I)=C(C)N2[B](F)3F,555,565,dichloromethane,,,,,,,-6.08,-3.2,-2.88,theoretical,,10.1016/j.dyepig.2017.01.067
131,2_27,h-BOD,FALSE,O=C(O)C(C=C5)=CC=C5C#CC3=C(C)C2=C(C8=C(OCCCCCCCC)C=CC=C8OCCCCCCCC)C1=C(C)C(C4=CC=C(N(C7=CC=C(CCCCCC)C=C7)C6=CC=C(CCCCCC)C=C6)C=C4)=C(C)N1[B](C#CCOCCOC)(C#CCOCCOC)[N]2=C3C,553,652,THF,54500,,,,,,-5.87,-3.81,-2.06,electrochemistry,,10.1039/C9SE01090D
132,2_28,cc-BOD,FALSE,O=C(O)C(C=C6)=CC=C6C#CC3=C(C)C2=C(C9=C(OCCCCCCCC)C=CC=C9OCCCCCCCC)C1=C(C)C(C5=CC=C(N(C8=CC=C(CCCCCC)C=C8)C7=CC=C(CCCCCC)C=C7)C=C5)=C(/C=C/C%10=CC=C(CCCCCC)S%10)N1[B](C#CCOCCOC)(C#CCOCCOC)[N]2=C3/C=C/C4=CC=C(CCCCCC)S4,668,708,THF,102000,,,,,,-5.74,-4.03,-1.71,electrochemistry,,10.1039/C9SE01090D
133,2_29,halogenated BODIPY dye 3,FALSE,CC2=C(I)C(C)=[N](C2=C3C4=CC=C(OCCOCCOCCO)C=C4)[B](F)(F)N1C3=C(C)C(I)=C1C,528,546,ACN,75500,0.02,,0.93,ACN,,,,,,,10.1002/ejoc.201601054
134,2_30,aza-BODIPY-a,FALSE,F[B-]([N+]3=C(C7=CC=CC=C7)C=C(C5=CC=C(Br)C=C5)C3=N4)(F)N1C4=C(C6=CC=C(Br)C=C6)C=C1C2=CC=CC=C2,662,,toluene,61659.50019,,,0.006,dichloromethane,,,,,,"484, 662",10.1039/C6RA10131C
135,2_31,aza-BODIPY-b,FALSE,F[B-]([N+]3=C(C5=CC=C(Br)C=C5)C=C(C6=CC=CC=C6)C3=N4)(F)N1C4=C(C7=CC=CC=C7)C=C1C2=CC=C(Br)C=C2,663,,toluene,85113.80382,,,0.008,dichloromethane,,,,,,"483, 663",10.1039/C6RA10131C
136,2_32,Ir-C Bonded Porphyrin-Aza-BODIPY 1a,TRUE,F[B-]([N+]3=C(C%15=CC=CC=C%15)C=C(C5=CC=C(C)C=C5)C3=N4)(F)N1C4=C(C6=CC=[C@]([Ir]9([N]%10=C%14C=CC%10=C%11[Tol])(N%13C(C=CC%13=C%14[Tol])=C%12[Tol])N7C%11=CC=C7C([Tol])=C8C=CC%12=[N]89)C=C6)C=C1C2=CC=CC=C2,411,,toluene,56234.13252,,,0.85,dichloromethane,,,,,,"411, 512, 628, 685",10.1039/C6RA10131C
137,2_33,Ir-C Bonded Porphyrin-Aza-BODIPY 1b,TRUE,F[B-]([N+]3=C(C5=CC=[C@@]([Ir]8([N]9=C%13C=CC9=C%10[Tol])(N%12C(C=CC%12=C%13[Tol])=C%11[Tol])N6C%10=CC=C6C([Tol])=C7C=CC%11=[N]78)C=C5)C=C(C%15=CC=CC=C%15)C3=N4)(F)N1C4=C(C%14=CC=CC=C%14)C=C1C2=CC=C(Br)C=C2,406,,toluene,239883.2919,,,0.79,dichloromethane,,,,,,"406, 510, 739",10.1039/C6RA10131C
138,2_34,BODIPYs 2,FALSE,[3，5-(CF3)2C6H3]C(C2=CC(C=CC=C4)=C4N2[B@@-](F)3F)=C1[N+]3=C(C=CC=C5)C5=C1,581,,CH2Cl2,44668.35922,,,,,,-5.91,-3.58,-2.33,electrochemistry,,10.1246/cl.130360
139,2_35,BODIPYs 3,FALSE,[3，5-(CF3)2C6H3]C(C2=CC(SC=C5)=C5N2[B@@-](F)3F)=C1[N+]3=C(C=CS4)C4=C1,582,606,CH2Cl2,97723.7221,0.06,,,,,-5.8,-3.28,-2.52,electrochemistry,,10.1246/cl.130360
140,2_36,BODIPYs 6,FALSE,[3，5-(CF3)2C6H3]C(C2=CC(C([H])([H])C=CC([H])4[H])=C4N2[B@@-](F)3F)=C1[N+]3=C(C([H])([H])C=CC([H])5[H])C5=C1,556,579,CH2Cl2,38904.5145,0.3,,,,,-5.63,-2.87,-2.76,electrochemistry,,10.1246/cl.130360
141,2_37,orthogonal Bodipy trimers 5a,FALSE,CC4=C2N(C(C)=C4C5=C(C(C)=C[C@@H]9C)N9[B@](F)(F)N6C5=C(C)C=C6C)[B@](F)(F)[N]1=C(C)C(C7=C(C(C)=CC%10C)N%10[B@@](F)(C)N8C7=[C@@](C)C=C8C)=C(C)C1=C2[C@@]3=CC=[C@]([C@](C)(C)C)C=C3,507,,DCM,181500,,,0.53,DCM,,,,,,,10.1021/acs.orglett.6b02418
142,2_38,MPBTCA,FALSE,CC(C2=C(C)C(C5=CC=C(N(C7=CC=C(OC)C=C7)C6=CC=C(OC)C=C6)C=C5)=C(C)N2[B](F)3F)=C1[N]3=CC(C4=CC=C(/C=C(C(O)=O)/C#N)S4)=C1C,545,,CHCl3,60800,,,,,,-5.46,-3.53,-1.93,spectrometry ,,10.1002/chem.201702285
143,2_39,MPBTTCA,FALSE,CC(C2=C(C)C(C5=CC=C(N(C7=CC=C(OC)C=C7)C6=CC=C(OC)C=C6)C=C5)=C(C)N2[B](F)3F)=C1[N]3=CC(C4=CC(SC(/C=C(C(O)=O)/C#N)=C8)C8S4)=C1C.C,541,,CHCl3,69000,,,,,,-5.45,-3.53,-1.92,spectrometry ,,10.1002/chem.201702285
144,2_40,MPCtBTCA ,FALSE,CC(C2=C(C)C(C6=CC=C(N(C9=CC=C(OC)C=C9)C8=CC=C(OC)C=C8)C=C6)=C(C)N2[B](O7)3OC4=C7C=CC=C4)=C1[N]3=CC(C5=CC=C(/C=C(C(O)=O)/C#N)S5)=C1C,545,,CHCl3,27000,,,,,,-5.47,-3.55,-1.92,spectrometry ,,10.1002/chem.201702285
